,Stage Name,Full Name,Date of Birth,Group,Country,Height,Weight,Gender,Year of Birth,Age
1241,Rowoon,Kim Seokwoo,1996-08-07,SF9,South Korea,0,0,M,1996,27
1242,Royeon,Jeon Hyunjoo,1998-02-20,ANS,South Korea,0,0,F,1998,25
1243,Rubin,Lee Haejoon,1995-08-16,1TEAM,South Korea,0,0,M,1995,28
1244,Ruby,Heo Jiwon,2002-08-21,PRIMROSE,South Korea,0,0,F,2002,21
1245,Rui,Watanabe Rui,1994-10-08,H.U.B,Japan,0,0,F,1994,29
1246,Rui,Jang Rui,2000-03-07,7 O'clock,South Korea,178,63,M,2000,23
1247,Ruka,Kawai Ruka,2002-03-20,BABYMONSTER,Japan,0,0,F,2002,21
1248,Ryeowook,Kim Ryeowook,1987-06-21,Super Junior,South Korea,175,58,M,1987,36
1249,Ryujei,Chae Hocheol,1997-11-08,JWiiver,South Korea,175,54,M,1997,26
1250,Ryujin,Shin Ryujin,2001-04-17,ITZY,South Korea,0,0,F,2001,22
1251,S.Coups,Choi Seungcheol,1995-08-08,Seventeen,South Korea,177,63,M,1995,28
1252,Saebom,Kim Saerok,1997-01-30,NATURE,South Korea,0,0,F,1997,26
1253,Saebom,Kim Seyoung,1995-01-13,Favorite,South Korea,0,0,F,1995,28
1254,Saebyeok,Shim Jaeyoung,1996-11-09,Ho1iday,South Korea,0,0,F,1996,27
1255,Saebyeol,Han Saebyeol,1996-05-23,Matilda,South Korea,0,168,F,1996,27
1256,Saena,Jung Sehyun,2004-03-12,FIFTY FIFTY,South Korea,160,42,F,2004,19
1257,Saerom,Lee Saerom,1997-01-07,fromis_9,South Korea,0,0,F,1997,26
1258,Sakang,Jeon Sakang,2002-10-26,TheEastLight,South Korea,0,0,M,2002,21
1259,Sakura,Miyawaki Sakura,1998-03-19,LE SSERAFIM,Japan,0,0,F,1998,25
1260,Sally,Liu Xiening,1996-10-23,Gugudan,China,0,0,F,1996,27
1261,Samuel,Kim Samuel,2002-01-17,,South Korea,0,0,M,2002,21
1262,San,Choi San,1999-07-10,ATEEZ,South Korea,173,0,M,1999,24
1263,Sana,Minatozaki Sana,1996-12-29,Twice,Japan,168,0,F,1996,27
1264,Sandeul,Lee Junghwan,1992-03-20,B1A4,South Korea,178,62,M,1992,31
1265,Sanga,Lee Sanga,1999-08-05,,South Korea,165,0,F,1999,24
1266,Sangah,Yoo Sangah,2002-09-04,LIGHTSUM,South Korea,168,0,F,2002,21
1267,Sangdo,Yoo Sangdo,1993-03-02,Topp Dogg,South Korea,0,0,M,1993,30
1268,Sangho,Jo Sangho,1995-02-10,SNUPER,South Korea,0,0,M,1995,28
1269,Sanghoon,Lee Sanghoon,1993-12-23,,South Korea,0,0,M,1993,30
1270,Sangil,Shim Sangil,1993-05-01,SNUPER,South Korea,0,0,M,1993,30
1271,Sangmin,Kim Sangmin,1992-07-07,CROSS GENE,South Korea,178,67,M,1992,31
1272,Sangwoo,Kim Sangwoo,2002-09-03,JUST B,South Korea,0,0,M,2002,21
1273,Sangyeon,Lee Sangyeon,1996-11-04,The Boyz,South Korea,176,61,M,1996,27
1274,Sanha,Yoon Sanha,2000-03-21,ASTRO,South Korea,0,0,M,2000,23
1275,Satbyeol,Jeon Yujin,2001-02-27,,South Korea,165,0,F,2001,22
1276,Sea,Kim Sujeong,1999-12-05,Highteen,South Korea,0,0,F,1999,24
1277,Sebin,Jang Sebin,1996-04-24,SNUPER,South Korea,0,0,M,1996,27
1278,Seea,Kang Eunyoung,1994-08-21,Pink Fantasy,South Korea,160,43,F,1994,29
1279,Seeun,Yoon Seeun,2003-06-14,STAYC,South Korea,167,49,F,2003,20
1280,Seeun,Park Seeun,2005-08-17,xikers,South Korea,180,0,M,2005,18
1281,Segye,Shin Segye,1998-08-19,AREAL,South Korea,0,0,F,1998,25
1282,Sehun,Oh Sehun,1994-04-12,EXO,South Korea,181,63,M,1994,29
1283,Sehyung,Kang Sehyung,1998-12-13,Berry Good,South Korea,169,0,F,1998,25
1284,Sei,Lee Seojung,2000-01-07,Weki Meki,South Korea,0,0,F,2000,23
1285,Sejeong,Kim Sejeong,1996-08-28,Gugudan,South Korea,164,48,F,1996,27
1286,Sejin,Lee Sejin,1999-07-22,14U,South Korea,0,0,M,1999,24
1287,Sejun,Lim Sejun,1996-05-04,VICTON,South Korea,0,0,M,1996,27
1288,Seline,Jung Yeonjeong,2000-06-20,Cignature,South Korea,0,0,F,2000,23
1289,Semi,Gu Semi,2002-04-10,Cignature,South Korea,166,46,F,2002,21
1290,Semmi,Oh Heesun,1995-10-22,Matilda,South Korea,0,165,F,1995,28
1291,Sena,Lim Yena,2005-10-12,ADYA,South Korea,0,0,F,2005,18
1292,Seobin,Woo Seobin,2005-09-02,HAWW,South Korea,0,0,M,2005,18
1293,Seogoong,Park Hyunho,1992-05-01,,South Korea,0,0,M,1992,31
1294,Seoham,Park Seoham,1993-10-28,KNK,South Korea,190,70,M,1993,30
1295,Seoho,Lee Seoho,1996-06-07,Oneus,South Korea,0,0,M,1996,27
1296,Seohyun,Seo Joohyun,1991-06-28,SNSD,South Korea,168,48,F,1991,32
1297,Seoi,Lee Yejin,2000-02-12,H1-KEY,South Korea,169,0,F,2000,23
1298,Seokcheol,Lee Seokchul,2000-01-11,TheEastLight,South Korea,0,170,M,2000,23
1299,Seokhwa,Kang Seokhwa,2000-12-01,WEi,South Korea,172,56,M,2000,23
1300,Seokyoung,Kim Seokyung,1999-04-16,GWSN,South Korea,0,0,F,1999,24
1301,Seol,Min Jihye,1997-01-01,P.O.P,South Korea,0,0,F,1997,26
1302,Seola,Kim Hyunjung,1994-12-24,WJSN,South Korea,165,0,F,1994,29
1303,Seolhyun,Kim Seolhyun,1995-01-03,AoA,South Korea,167,47,F,1995,28
1304,Seonghwa,Park Seonghwa,1998-04-03,ATEEZ,South Korea,178,0,M,1998,25
1305,Seonglee,Kim Seonglee,1994-04-06,,South Korea,173,0,M,1994,29
1306,Seongmin,Ahn Seongmin,2003-08-01,CRAVITY,South Korea,0,0,M,2003,20
1307,Seongsoo,Park Seongsoo,1999-04-07,ABLUE,South Korea,180,65,M,1999,24
1308,Seongwu,Ong Seunwu,1995-08-25,Wanna One,South Korea,0,0,M,1995,28
1309,Seonyu,Kim Seonyu,2008-03-20,CLASS:y,South Korea,159,0,F,2008,15
1310,Seoryoung,Lee Seoryung,2000-01-26,GWSN,South Korea,0,0,F,2000,23
1311,Seowon,Seo Won,2000-12-18,NINE.i,South Korea,0,0,M,2000,23
1312,Seowon,Jang Seowon,2006-12-05,Lapillus,South Korea,0,0,F,2006,17
1313,Seowon,Jung Seowon,2004-04-26,ADYA,South Korea,0,0,F,2004,19
1314,Seoyeon,Lee Seoyeon,2000-01-22,fromis_9,South Korea,0,0,F,2000,23
1315,Seoyeon,Kim Minju,1995-11-26,Favorite,South Korea,0,0,F,1995,28
1316,Seoyeon,Yoon Seoyeon,2003-08-06,tripleS,South Korea,0,0,F,2003,20
1317,Seoyeon,Ahn Seoyeon,2005-03-26,CSR,South Korea,0,0,F,2005,18
1318,Seoyoon,Kim Suyoung,1995-01-26,BOTOPASS,South Korea,0,0,F,1995,28
1319,Seoyoung,Lee Seoyoung,1994-06-27,Hello Venus,South Korea,164,50,F,1994,29
1320,Seoyul,Seo Yuri,1997-11-26,Berry Good,South Korea,163,0,F,1997,26
1321,Serim,Park Serim,1999-03-03,CRAVITY,South Korea,0,0,M,1999,24
1322,Serri,Park Miyeon,1990-09-16,Dal Shabet,South Korea,0,0,F,1990,33
1323,Seulgi,Kang Seulgi,1994-02-10,Red Velvet,South Korea,162,0,F,1994,29
1324,Seulgi,Jeong Seulgi,1990-05-12,S#aFLA,South Korea,0,0,F,1990,33
1325,Seungah,Oh Seungah,1988-09-13,Rainbow,South Korea,167,45,F,1988,35
1326,Seungchae,Cho Seungchae,2006-10-26,ADYA,South Korea,0,0,F,2006,17
1327,Seungchan,Kang Seungchan,2003-01-01,Newkidd,South Korea,0,0,M,2003,20
1328,Seungeun,Shim Seungeun,2000-12-27,BVNDIT,South Korea,0,0,F,2000,23
1329,Seunghan,Lee Seunghan,1996-02-22,DUSTIN,South Korea,0,0,M,1996,27
1330,Seunghee,Oh Seunghee,1995-10-10,CLC,South Korea,163,0,F,1995,28
1331,Seunghee,Hyun Seunghee,1996-01-25,Oh My Girl,South Korea,160,48,F,1996,27
1332,Seungheon,Lee Seungheon,2007-05-15,8TURN,South Korea,171,51,M,2007,16
1333,Seungho,Yang Seungho,1987-10-16,MBLAQ,South Korea,0,0,M,1987,36
1334,Seungho,Kim Seungho,2004-07-19,CMDM,South Korea,0,0,M,2004,19
1335,Seunghun,Kim Seunghun,1999-02-26,CIX,South Korea,181,69,M,1999,24
1336,Seunghwan,Lee Seunghwan,1994-12-10,Romeo,South Korea,0,0,M,1994,29
1337,Seunghwan,Lee Seunghwan,2000-05-20,1the9,South Korea,178,64,M,2000,23
1338,Seunghwan,Park Seunghwan,2002-04-06,AIMERS,South Korea,0,0,M,2002,21
1339,Seunghwan,Jeong Seunghwan,2004-01-27,ATBO,South Korea,177,0,M,2004,19
1340,Seunghyub,Lee Seunghyub,1992-10-31,N.Flying,South Korea,0,0,M,1992,31
1341,Seunghyun,Song Seungyun,1992-08-21,FTISLAND,South Korea,0,0,M,1992,31
1342,Seunghyun,Lee Seunghyun,2001-12-31,TheEastLight,South Korea,0,0,M,2001,22
1343,Seunghyun,Lee Seunghyun,1998-07-17,AIMERS,South Korea,0,0,M,1998,25
1344,Seungjun,Ji Seungjun,1998-09-15,Astin,South Korea,0,0,M,1998,25
1345,Seungkwan,Boo Seungkwan,1998-01-16,Seventeen,South Korea,172,58,M,1998,25
1346,Seungmin,Bae Seungmin,1998-10-13,Golden Child,South Korea,0,0,M,1998,25
1347,Seungmin,Kim Seungmin,2000-09-22,Stray Kids,South Korea,0,0,M,2000,23
1348,Seungmin,Lee Seungmin,1996-02-03,Hashtag,South Korea,162,0,F,1996,27
1349,Seungri,Lee Seunghyun,1990-12-12,,South Korea,176,60,M,1990,33
1350,Seungsik,Kang Seungsik,1995-04-16,VICTON,South Korea,0,0,M,1995,28
1351,Seungwoo,Han Seungwoo,1994-12-24,VICTON,South Korea,0,0,M,1994,29
1352,Seungyeon,Jang Seunyeon,1996-11-06,CLC,South Korea,163,0,F,1996,27
1353,Seungyeon,Han Seungyeon,1988-07-24,KARA,South Korea,0,0,F,1988,35
1354,Seungyeop,Choi Seungyeop,1997-05-08,E'LAST,South Korea,176,60,M,1997,26
1355,Seungyoon,Cho Seungyoon,1996-08-05,UNIQ,South Korea,183,68,M,1996,27
1356,Seyeon,Park Seyeon,2001-05-06,Purplebeck,South Korea,167,46,F,2001,22
1357,Seyong,Kim Seyong,1991-11-20,MYNAME,South Korea,0,0,M,1991,32
1358,Seyoung,Lee Seyoung,1990-02-08,CROSS GENE,South Korea,180,60,M,1990,33
1359,Seyoung,Ha Seyoung,1999-02-03,ARTBEAT,South Korea,166,50,F,1999,24
1360,Shana,Nonaka Shana,2003-03-13,Lapillus,Japan,158,0,F,2003,20
1361,Sheon,Kim Suyeon,2003-01-28,Billlie,South Korea,162,0,F,2003,20
1362,Shiho,Kwon Subin,2001-08-22,BOTOPASS,South Korea,0,0,F,2001,22
1363,Shihyun,Kim Shihyun,1998-05-06,We In The Zone,South Korea,0,0,M,1998,25
1364,Shin,Shin Wonho,1991-10-23,CROSS GENE,South Korea,185,66,M,1991,32
1365,Shin,Kim Suhyun,2000-03-18,Ghost9,South Korea,0,0,M,2000,23
1366,Shin Hyesung,Jung Pilkyo,1979-11-27,Shinhwa,South Korea,179,65,M,1979,44
1367,Shindong,Shin Donghee,1985-09-28,Super Junior,South Korea,178,90,M,1985,38
1368,Shinwon,Go Shinwon,1995-12-11,PENTAGON,South Korea,0,0,M,1995,28
1369,Shinye,Kam Yerim,2004-03-07,MAJORS,South Korea,166,46,F,2004,19
1370,Shinyoung,Park Shinyoung,2000-03-19,G-reyish,South Korea,0,0,F,2000,23
1371,Shita,Chae Gaho,1998-10-01,JWiiver,Macau,183,63,M,1998,25
1372,Shotaro,Osaki Shotaro,2000-11-25,NCT,Japan,0,0,M,2000,23
1373,Shownu,Son Hyunwoo,1992-06-18,MONSTA X,South Korea,0,0,M,1992,31
1374,Shuhua,Yeh Shuhua,2000-01-06,(G)I-DLE,Taiwan,161,45,F,2000,23
1375,Sian,Choi Changmin,2001-02-01,T1419,South Korea,0,0,M,2001,22
1376,Sieun,Lee Sieun,1993-09-19,CHECKMATE,South Korea,163,0,F,1993,30
1377,Sieun,Park Sieun,2001-08-01,STAYC,South Korea,160,44,F,2001,22
1378,Sieun,Lee Sieun,2001-05-29,ARTBEAT,South Korea,160,50,F,2001,22
1379,Sihyeon,Kim Sihyeon,1999-08-05,Everglow,South Korea,168,51,F,1999,24
1380,Sihyeon,Kang Sihyeon,1998-07-15,ARIAZ,South Korea,0,0,F,1998,25
1381,Sihyeon,Hwang Sihyeon,2005-03-12,CSR,South Korea,0,0,F,2005,18
1382,Sihyoung,Kim Sihyoung,1992-05-15,HISTORY,South Korea,182,63,M,1992,31
1383,Sihyun,Park Sihyun,1986-11-29,SPICA,South Korea,0,0,F,1986,37
1384,Sika,Ren Shika,1995-08-22,,China,165,0,F,1995,28
1385,Simyeong,Lee Simyeong,1999-05-27,BVNDIT,South Korea,0,0,F,1999,24
1386,SinB,Hwang Eunbi,1998-06-03,VIVIZ,South Korea,165,0,F,1998,25
1387,Sing,Mak Chun Sing,2002-01-11,XODIAC,Hong Kong,0,0,M,2002,21
1388,Sio,Jeong Jiho,2004-10-06,FIFTY FIFTY,South Korea,165,45,F,2004,19
1389,Sion,Kim Sion,2004-10-19,YOUNITE,South Korea,0,0,M,2004,19
1390,Sitala,Sitala Wongkrachang,1996-04-23,,Thailand,173,0,F,1996,27
1391,Siu,Hwang Inseok,1995-05-19,DUSTIN,South Korea,0,0,M,1995,28
1392,Siwan,Yim Siwan,1988-12-01,ZE:A,South Korea,0,0,M,1988,35
1393,Siwon,Choi Siwon,1986-04-07,Super Junior,South Korea,185,65,M,1986,37
1394,Siwoo,Yoo Siwoo,2001-05-11,BXB,South Korea,178,0,M,2001,22
1395,Siwoo,Park Siwoo,2001-02-05,BLANK2Y,South Korea,174,54,M,2001,22
1396,Siyeon,Lee Siyeon,1995-10-01,Dreamcatcher,South Korea,170,0,F,1995,28
1397,Siyoon,Kim Siyoon,2005-02-16,Billlie,South Korea,168,0,F,2005,18
1398,Siyoung,Park Siyoung,2003-05-06,Mirae,South Korea,172,55,M,2003,20
1399,Sodam,Park Sodam,2004-11-26,BLANK2Y,South Korea,0,0,M,2004,19
1400,Soeun,Park Soeun,2002-10-26,Weeekly,South Korea,168,0,F,2002,21
1401,Soeun,Bang Soeun,2005-12-10,TRI.BE,South Korea,0,0,F,2005,18
1402,Sohee,Kim Sohee,1995-01-20,Nature,South Korea,162,41,F,1995,28
1403,Sohee,Kim Sohee,1999-12-31,ALICE,South Korea,0,0,F,1999,24
1404,Sohee,Kim Sohee,2003-08-14,Rocket Punch,South Korea,161,46,F,2003,20
1405,Sohee,Uhm Sohee,2004-01-01,,South Korea,0,0,F,2004,19
1406,Sohye,Kim Sohye,1999-07-19,,South Korea,0,0,F,1999,24
1407,Sohyun,Kwon Sohyun,1994-08-30,4minute,South Korea,162,0,F,1994,29
1408,Sojin,Park Sojin,1986-05-21,Girl's Day,South Korea,167,47,F,1986,37
1409,Sojin,Jo Sojin,1991-10-11,9Muses,South Korea,170,47,F,1991,32
1410,Sojin,Hong Sojin,1999-09-24,Hashtag,South Korea,163,0,F,1999,24
1411,Sojung,Lee Sojung,1993-09-03,Ladies' Code,South Korea,0,0,F,1993,30
1412,Solar,Kim Yongsun,1991-02-21,Mamamoo,South Korea,163,43,F,1991,32
1413,Solbin,Ahn Solbin,1997-08-19,LABOUM,South Korea,169,52,F,1997,26
1414,Solji,Heo Solji,1989-01-10,EXID,South Korea,170,0,F,1989,34
1415,Somi,Jeon Somi,2001-03-09,,South Korea,0,0,F,2001,22
1416,Somin,Jang Somin,1993-11-10,BADKIZ,South Korea,0,0,F,1993,30
1417,Somin,Jeon Somin,1996-08-22,KARD,South Korea,0,0,F,1996,27
1418,Somyi,Ahn Somyi,2000-01-26,DIA,South Korea,0,0,F,2000,23
1419,Song,Song Yunhyeong,1995-02-08,iKON,South Korea,0,0,M,1995,28
1420,Songhee,Yoon Songhee,1998-11-08,BVNDIT,South Korea,0,0,F,1998,25
1421,SongSun,Kim Songsun,1997-03-22,TRI.BE,South Korea,0,0,F,1997,26
1422,Songyee,Park Songyee,2004-09-25,,South Korea,0,0,F,2004,19
1423,Soobin,Park Soobin,1996-09-14,WJSN,South Korea,159,0,F,1996,27
1424,Soobin,Choi Soobin,2000-12-05,TXT,South Korea,184,65,M,2000,23
1425,Soodam,Lee Soodam,1999-11-09,SECRET NUMBER,South Korea,0,0,F,1999,24
1426,Soohyun,Shin Soohyun,1989-03-11,U-KISS,South Korea,0,0,M,1989,34
1427,Soojin,Seo Soojin,1998-03-09,,South Korea,0,0,F,1998,25
1428,Soojin,Lee Soojin,2001-12-12,Weeekly,South Korea,165,0,F,2001,22
1429,Soojung,Hwang Soojung,2001-05-10,Hi-L,South Korea,169,47,F,2001,22
1430,Soomin,Kim Soomin,2007-10-03,tripleS,South Korea,158,0,F,2007,16
1431,Sooyoung,Choi Sooyoung,1990-02-10,SNSD,South Korea,170,48,F,1990,33
1432,Sora,Sakata Sora,2003-08-30,woo!ah!,Japan,0,0,F,2003,20
1433,Sorn,Chonnasorn Sajakul,1996-11-18,CLC,Thailand,164,0,F,1996,27
1434,Soso,Wang Chingyi,2001-03-14,GWSN,Taiwan,0,0,F,2001,22
1435,Soul,Haku Shota,2005-02-01,P1Harmony,Japan,0,0,M,2005,18
1436,Sowon,Kim Sojung,1995-12-07,Gfriend,South Korea,172,0,F,1995,28
1437,Sowon,Nam Soeun,2004-12-13,TRACER,South Korea,0,0,F,2004,19
1438,Soyee,Jang Sojin,1996-11-21,Gugudan,South Korea,0,0,F,1996,27
1439,Soyeon,Jung Soyeon,1994-05-04,LABOUM,South Korea,161,44,F,1994,29
1440,Soyeon,Park Soyeon,1987-10-05,,South Korea,163,46,F,1987,36
1441,Soyeon,Jeon Soyeon,1998-08-26,(G)I-DLE,South Korea,157,42,F,1998,25
1442,Soyou,Kang Jihyun,1992-02-12,SISTAR,South Korea,0,0,F,1992,31
1443,Soyoung,Yoo Soyoung,1996-03-29,,South Korea,0,0,F,1996,27
1444,Soyul,Park Hyekyeong,1991-05-15,Crayon Pop,South Korea,160,0,F,1991,32
1445,Sriya,Sriya Lenka,2003-09-15,Blackswan,India,170,0,F,2003,20
1446,St. Van,Lee Geumhyuk,1991-12-22,VAV,South Korea,182,70,M,1991,32
1447,Steve,Lim Dohyun,2002-03-09,YOUNITE,South Korea,0,0,M,2002,21
1448,Steven,Kim Steven,2000-01-17,Luminous,South Korea,176,57,M,2000,23
1449,Sua,Kim Bora,1994-08-10,Dreamcatcher,South Korea,164,0,F,1994,29
1450,Sua,Yang Sua,1995-03-24,Hashtag,South Korea,169,0,F,1995,28
1451,Sua,Choi Sooah,2003-02-24,Pixy,South Korea,162,44,F,2003,20
1452,Sua,Yoo Sua,2005-07-23,CSR,South Korea,0,0,F,2005,18
1453,Subin,Park Subin,1994-02-12,Dal Shabet,South Korea,0,0,F,1994,29
1454,Subin,Jung Subin,1999-04-05,VICTON,South Korea,0,0,M,1999,24
1455,Subin,Oh Subin,1998-09-30,Hashtag,South Korea,172,0,F,1998,25
1456,Suga,Min Yoongi,1993-03-09,BTS,South Korea,176,59,M,1993,30
1457,Sugyeong,Jo Sugyeong,2000-01-12,Favorite,South Korea,0,0,F,2000,23
1458,Suho,Kim Junmyeon,1991-05-22,EXO,South Korea,173,65,M,1991,32
1459,Suhye,Kim Suhye,2004-12-13,LIMELIGHT,South Korea,158,40,F,2004,19
1460,Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,South Korea,0,0,F,1988,35
1461,Suhyeon,Kim Suhyun,2000-01-15,Billlie,South Korea,161,45,F,2000,23
1462,Suhyun,Choi Hyunggeun,1992-10-01,SNUPER,South Korea,0,0,M,1992,31
1463,Suhyun,Yoo Suhyun,2000-08-15,KELT9b,South Korea,168,49,F,2000,23
1464,Suil,Ma Suil,1999-03-30,Luminous,South Korea,170,50,M,1999,24
1465,Sujeong,Ryu Sujeong,1997-11-19,Lovelyz,South Korea,168,48,F,1997,26
1466,Suji,Lee Suji,1998-03-20,UNI.T,South Korea,0,0,F,1998,25
1467,Sujin,Bang Sujin,1996-06-26,Wassup,South Korea,0,0,F,1996,27
1468,Sukjun,Lee Sukjun,2000-01-31,ABLUE,South Korea,183,65,M,2000,23
1469,Sulli†,Choi Jinri,1994-03-29,,South Korea,0,0,F,1994,29
1470,Sullyoon,Seol Yoona,2004-01-26,NMIXX,South Korea,0,0,F,2004,19
1471,Sumin,Ji Sumin,1994-03-03,Sonamoo,South Korea,168,0,F,1994,29
1472,Sumin,Park Sumin,2001-09-09,Dreamnote,South Korea,166,46,F,2001,22
1473,Sumin,Bae Sumin,2001-03-13,STAYC,South Korea,159,46,F,2001,22
1474,Sumin,Choi Sumin,2004-04-07,xikers,South Korea,0,0,M,2004,19
1475,Sun J,Jeon Heesun,2001-02-13,Girlkind,South Korea,0,165,F,2001,22
1476,Sungah,Son Sungah,1989-07-08,9Muses,South Korea,172,48,F,1989,34
1477,Sungchan,Jung Sungchan,2001-09-13,NCT,South Korea,0,0,M,2001,22
1478,Sungho,Park Sungho,2003-09-04,BOYNEXTDOOR,South Korea,0,0,M,2003,20
1479,Sunghoon,Park Sunghoon,2002-12-08,ENHYPEN,South Korea,0,0,M,2002,21
1480,Sunghyuk,Seo Sunghyuk,1999-08-26,,South Korea,170,0,M,1999,24
1481,Sunghyun,Kim Sunghyun,1996-03-16,IN2IT,South Korea,186,71,M,1996,27
1482,Sungjae,Yook Sungjae,1995-05-02,BtoB,South Korea,180,68,M,1995,28
1483,Sungjin,Park Sungjin,1993-01-16,DAY6,South Korea,0,0,M,1993,30
1484,Sungjong,Lee Sungjong,1993-09-03,Infinite,South Korea,177,54,M,1993,30
1485,Sungjoo,Kim Sungjoo,1994-02-16,UNIQ,South Korea,180,65,M,1994,29
1486,Sungjun,Park Sungjun,1992-12-17,Boys Republic,South Korea,175,55,M,1992,31
1487,Sungjun,Lee Sungjun,2002-06-15,BLANK2Y,South Korea,0,0,M,2002,21
1488,Sungjun,Oh Sungjun,2005-08-30,TNX,South Korea,0,0,M,2005,18
1489,Sungkyu,Kim Sungkyu,1989-04-28,Infinite,South Korea,178,62,M,1989,34
1490,Sungmin,Lee Sungmin,1986-01-01,Super Junior,South Korea,175,57,M,1986,37
1491,Sungmin,Oh Sungmin,1990-12-31,Bigflo,South Korea,0,0,M,1990,33
1492,Sungoh,Yoo Sungoh,1991-01-08,,South Korea,0,0,M,1991,32
1493,Sungwoon,Ha Sungwoon,1994-03-22,Wanna One,South Korea,0,0,M,1994,29
1494,Sungyeol,Lee Sungyeol,1991-08-27,Infinite,South Korea,183,59,M,1991,32
1495,Sungyeon,Bae Sungyeon,1999-05-25,Pristin,USA,0,0,F,1999,24
1496,Sunhwa,Han Sunhwa,1990-10-06,,South Korea,0,0,F,1990,33
1497,Sunmi,Lee Sunmi,1992-05-02,Wonder Girls,South Korea,167,0,F,1992,31
1498,Sunn,Hwang Jiwon,2000-02-07,,South Korea,0,0,F,2000,23
1499,Sunny,Lee Sunkyu,1989-05-15,SNSD,South Korea,158,43,F,1989,34
1500,Sunoo,Kim Sunwoo,2003-06-24,ENHYPEN,South Korea,0,0,M,2003,20
1501,Sunshine,Kim Minjung,2002-06-20,NATURE,South Korea,0,0,F,2002,21
1502,Sunwoo,Choi Sunwoo,1992-03-12,Boys Republic,South Korea,183,65,M,1992,31
1503,Sunwoo,Kim Sunwoo,2000-04-12,The Boyz,South Korea,177,64,M,2000,23
1504,Sunyoul,Seon Yein,1996-11-06,UP10TION,South Korea,0,0,M,1996,27
1505,Suri,Kang Suri,1994-10-11,CHECKMATE,South Korea,168,0,F,1994,29
1506,Surin,Kim Surin,1991-12-27,Two X,South Korea,0,0,F,1991,32
1507,Suwoong,Lee Suwoong,1995-01-20,Boys Republic,South Korea,174,56,M,1995,28
1508,Suyeon,Ji Suyeon,1997-04-20,Weki Meki,South Korea,0,0,F,1997,26
1509,Suyun,Kim Suyun,2001-03-17,Rocket Punch,South Korea,169,52,F,2001,22
1510,Suzy,Bae Suji,1994-10-10,miss A,South Korea,168,0,F,1994,29
1511,Suzy,Kim Suji,2001-06-03,MAJORS,South Korea,164,45,F,2001,22
1512,Swan,Kim Suan,2000-12-28,CRAXY,South Korea,0,0,F,2000,23
1513,Swan,Park Soojin,2003-07-11,Purple Kiss,South Korea,0,0,F,2003,20
1514,Sya,Lee Junyoung,2002-09-09,BLITZERS,South Korea,0,0,M,2002,21
1515,T.O.P,Choi Seunghyun,1987-11-04,BIGBANG,South Korea,180,65,M,1987,36
1516,Taecyeon,Ok Taecyeon,1988-12-27,2PM,South Korea,185,76,M,1988,35
1517,Taedong,Kim Taedong,1997-11-07,OMEGA X,South Korea,177,61,M,1997,26
1518,Taeeun,Moon Taeeun,2000-02-09,IM,South Korea,175,0,M,2000,23
1519,Taeha,Yoo Taeha,1995-10-05,,South Korea,162,0,F,1995,28
1520,Taeha,Kim Taeha,1998-06-03,,South Korea,0,0,F,1998,25
1521,Taeheon,Kim Taeheon,1989-06-18,ZE:A,South Korea,0,0,M,1989,34
1522,Taehun,Lee Taehoon,2000-03-21,NINE.i,South Korea,0,0,M,2000,23
1523,Taehun,Choi Taehun,2002-11-19,TNX,South Korea,0,0,M,2002,21
1524,Taehwan,Lee Taehwan,1994-01-15,VANNER,South Korea,174,58,M,1994,29
1525,Taehyun,Nam Taehyun,1994-05-10,,South Korea,0,0,M,1994,29
1526,Taehyun,Noh Taehyun,1993-10-15,HOTSHOT,South Korea,0,0,M,1993,30
1527,Taehyun,Kang Taehyun,2002-02-05,TXT,South Korea,0,0,M,2002,21
1528,Taeil,Lee Taeil,1990-09-24,Block B,South Korea,167,57,M,1990,33
1529,Taeil,Moon Taeil,1994-06-14,NCT,South Korea,171,60,M,1994,29
1530,Taekhyeon,Jung Taekhyeon,2003-07-28,1the9,South Korea,178,66,M,2003,20
1531,Taemin,Lee Taemin,1993-07-18,SHINee,South Korea,177,53,M,1993,30
1532,Taera,Lee Yujin,1994-04-12,Gate9,South Korea,161,0,F,1994,29
1533,Taerae,Kim Taerae,2002-09-05,TEMPEST,South Korea,0,0,M,2002,21
1534,Taerae,Kim Taerae,2002-07-14,ZEROBASEONE,South Korea,174,0,M,2002,21
1535,Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,South Korea,0,0,F,2000,23
1536,Taesan,Han Dongmin,2004-08-10,BOYNEXTDOOR,South Korea,0,0,M,2004,19
1537,Taeseon,Yang Taeseon,2000-09-17,TRCNG,South Korea,182,0,M,2000,23
1538,Taesung,Lee Taesung,2003-12-19,,South Korea,184,64,M,2003,20
1539,Taewoong,Yoo Taewoong,1994-05-24,SNUPER,South Korea,0,0,M,1994,29
1540,Taeyang,Dong Youngbae,1988-05-18,BIGBANG,South Korea,174,56,M,1988,35
1541,Taeyang,Yoo Taeyang,1997-02-28,SF9,South Korea,0,0,M,1997,26
1542,Taeyeon,Kim Taeyeon,1989-03-09,SNSD,South Korea,160,44,F,1989,34
1543,Taeyong,Lee Taeyong,1995-07-01,NCT,South Korea,0,0,M,1995,28
1544,Taeyoung,Kim Taeyoung,2003-01-27,CRAVITY,South Korea,0,0,M,2003,20
